E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.004116,12.0399,0,0,1908e-9,1908e-9,0,301.2
0.004179,11.9981,0,0,20805e-10,20805e-10,0,296.7
0.0041958,11.9535,0,0,21285e-10,21285e-10,0,295.5
0.004221,11.9946,0.084705,5196.6,22022e-10,5196.6,0,293.7
0.004284,12.0271,0.085785,5185.5,23951e-10,5185.5,0,289.4
0.01069,11.5061,0.26494,6417.8,25522e-8,6417.8,0,116
0.01142761,11.3999,0.29523,6690.1,34524e-8,6690.1,0,108.5
0.01221612,11.2755,0.32993,6993.9,46463e-8,6993.9,0,101.5
0.01305903,11.3472,0.3697,7331.1,62214e-8,7331.1,0,94.94
0.0139601,11.1736,0.41529,7703.5,82887e-8,7703.5,0,88.81
0.01492335,10.9656,0.46755,8113,0.0010988,8113,0,83.08
0.01595306,10.7127,0.52742,8561.3,0.0014494,8561.3,0,77.72
0.01705382,10.3998,0.596,9050,0.0019023,9050,0,72.7
0.01823053,10.0025,0.67432,9578.4,0.0024847,9578.4,0,68.01
0.01948844,9.4798,0.76357,10146,0.0032294,10146,0,63.62
0.02083314,8.75445,0.86507,10753,0.004177,10753,0,59.51
0.02227063,7.65884,0.98022,11398,0.0053766,11398,0,55.67
0.0238073,5.72391,1.1105,12079,0.0068877,12079,0,52.08
0.02545001,0.535432,1.2576,12796,0.0087814,12796,0,48.72
0.025774,2.09144,1.2875,12936,0.0091903,12936,0,48.1
0.0261685,10.3771,1.3243,13105,0.0097044,13105,0,47.38
0.0262737,20.6809,1.3342,13150,0.0098445,13150,0,47.19
0.0264315,9.41095,21.825,213830,0.010057,213830,0,46.91
0.026826,0.56153,20.871,201470,0.010601,201470,0,46.22
0.02720606,4.62242,20.011,190470,0.011143,190470,0,45.57
0.02908327,12.7652,16.478,146720,0.014073,146720,0,42.63
0.03109002,15.9925,13.594,113230,0.01769,113230,0,39.88
0.03323523,17.464,11.256,87701,0.022134,87701,0,37.31
0.03552846,18.0436,9.4549,68914,0.027567,68914,0,34.9
0.03797993,18.1477,8.132,55446,0.034175,55446,0,32.64
0.04060054,18.0083,7.2103,45988,0.042175,45988,0,30.54
0.04340198,17.7603,6.6139,39462,0.051812,39462,0,28.57
0.04639671,17.4826,6.2771,35034,0.063366,35034,0,26.72
0.04959809,17.2211,6.146,32089,0.077149,32089,0,25
0.05302035,17.0027,6.1788,30178,0.093515,30178,0,23.38
0.05667876,16.8431,6.3436,28983,0.11285,28983,0,21.87
0.06058959,16.7508,6.6164,28278,0.13559,28278,0,20.46
0.061642,16.7367,6.7021,28155,0.14207,28155,0,20.11
