E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,0.454682,0,0,0.22129,0.22129,0,116
0.01142761,0.39717,0,0,0.24489,0.24489,0,108.5
0.01221612,0.299485,0,0,0.27018,0.27018,0,101.5
0.01305903,0.0685829,0,0,0.29718,0.29718,0,94.94
0.013328,0.117232,0,0,0.30577,0.30577,0,93.03
0.013532,0.516414,0,0,0.31227,0.31227,0,91.62
0.0135864,0.998811,0,0,0.31401,0.31401,0,91.26
0.013668,0.492163,0.95197,2907600,0.3166,2907600,2908e3,90.71
0.013872,0.0462805,0.9303,2799600,0.32309,2799600,28e5,89.38
0.0139601,0.0468513,0.92117,2754700,0.32589,2754700,2755e3,88.81
0.01492335,0.491043,0.8297,2321e3,0.3563,2321e3,2321e3,83.08
0.01595306,0.684358,0.7464,1953200,0.38839,1953200,1953e3,77.72
0.01705382,0.803468,0.67066,1641700,0.42212,1641700,1642e3,72.7
0.01823053,0.88464,0.60188,1378300,0.45742,1378300,1378e3,68.01
0.01948844,0.942415,0.53953,1155700,0.49424,1155700,1156e3,63.62
0.02083314,0.984335,0.48306,967980,0.53246,967980,968e3,59.51
0.02227063,1.01491,0.43201,809810,0.57199,809810,809800,55.67
0.0238073,1.0371,0.38592,676710,0.61269,676710,676700,52.08
0.02545001,1.05295,0.34435,564840,0.65442,564840,564800,48.72
0.02720606,1.06395,0.30692,470950,0.69702,470950,470900,45.57
0.02908327,1.07121,0.27325,392220,0.7403,392220,392200,42.63
0.03109002,1.07558,0.24301,326310,0.78408,326310,326300,39.88
0.03323523,1.07772,0.21589,271170,0.82815,271170,271200,37.31
0.03552846,1.07815,0.19159,225120,0.87229,225120,225100,34.9
0.03797993,1.07727,0.16984,186690,0.91627,186690,186700,32.64
0.04060054,1.07541,0.15041,154650,0.95986,154650,154700,30.54
0.04340198,1.07283,0.13306,127990,1.0028,127990,128e3,28.57
0.04639671,1.06974,0.1176,105810,1.0449,105810,105800,26.72
0.04959809,1.0663,0.10383,87389,1.0858,87390,87390,25
0.05302035,1.06265,0.091576,72104,1.1254,72105,72100,23.38
0.05667876,1.05889,0.080693,59434,1.1634,59435,59430,21.87
0.06058959,1.0551,0.071034,48943,1.1995,48944,48940,20.46
0.06477028,1.05134,0.062473,40265,1.2336,40266,40270,19.14
0.06923942,1.04767,0.054891,33095,1.2654,33096,33100,17.91
0.07401695,1.04411,0.048185,27177,1.2947,27178,27180,16.75
0.07912411,1.0407,0.04226,22296,1.3214,22297,22300,15.67
0.08458368,1.03745,0.03703,18276,1.3452,18277,18280,14.66
0.09041995,1.03437,0.032418,14967,1.3661,14968,14970,13.71
0.09665893,1.03147,0.028356,12247,1.3839,12248,12250,12.83
