E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,7.1217,0,0,1439e-7,1439e-7,0,116
0.01142761,7.11201,0,0,19625e-8,19625e-8,0,108.5
0.01221612,7.10091,0,0,26619e-8,26619e-8,0,101.5
0.01305903,7.08817,0,0,35912e-8,35912e-8,0,94.94
0.0139601,7.07355,0,0,48192e-8,48192e-8,0,88.81
0.01492335,7.05677,0,0,64327e-8,64327e-8,0,83.08
0.01595306,7.0375,0,0,85413e-8,85413e-8,0,77.72
0.01705382,7.01534,0,0,0.0011282,0.0011282,0,72.7
0.01823053,6.98983,0,0,0.0014824,0.0014824,0,68.01
0.01948844,6.96044,0,0,0.0019378,0.0019378,0,63.62
0.02083314,6.92655,0,0,0.00252,0.00252,0,59.51
0.02227063,6.88738,0,0,0.0032605,0.0032605,0,55.67
0.0238073,6.84205,0,0,0.0041972,0.0041972,0,52.08
0.02545001,6.78948,0,0,0.0053758,0.0053758,0,48.72
0.02720606,6.72835,0,0,0.0068508,0.0068508,0,45.57
0.02908327,6.65705,0,0,0.0086873,0.0086873,0,42.63
0.03109002,6.57359,0,0,0.010962,0.010962,0,39.88
0.03323523,6.47542,0,0,0.013764,0.013764,0,37.31
0.03552846,6.3593,0,0,0.017198,0.017198,0,34.9
0.03797993,6.2209,0,0,0.021385,0.021385,0,32.64
0.04060054,6.0543,0,0,0.026463,0.026463,0,30.54
0.04340198,5.85093,0,0,0.032591,0.032591,0,28.57
0.04639671,5.59743,0,0,0.039948,0.039948,0,26.72
0.04959809,5.26996,0,0,0.048736,0.048736,0,25
0.05302035,4.81237,0,0,0.059178,0.059178,0,23.38
0.055566,4.28445,0,0,0.067641,0.067641,0,22.31
0.0564165,3.91211,0,0,0.0706,0.0706,0,21.98
0.05667876,3.42611,0,0,0.071525,0.071525,0,21.87
0.0569835,3.79296,0.54255,5074.1,0.072608,5074.2,0,21.76
0.057834,3.87146,0.60226,5549.7,0.075674,5549.8,0,21.44
0.06058959,3.62586,0.83607,7353.9,0.086049,7354,0,20.46
0.06477028,3.11653,1.3253,10905,0.10305,10905,0,19.14
0.06923942,2.60474,1.9914,15328,0.12285,15328,0,17.91
0.07401695,2.15098,2.8356,20417,0.14579,20417,0,16.75
0.07912411,1.81009,3.8477,25916,0.17224,25916,0,15.67
0.08458368,1.6304,5.0006,31507,0.20259,31507,0,14.66
0.09041995,1.64914,6.2528,36854,0.23723,36854,0,13.71
0.09665893,1.88864,7.5533,41645,0.27659,41645,0,12.83
0.1033284,2.35448,8.8472,45631,0.32107,45631,0,12
0.1104581,3.03577,10.081,48640,0.37109,48640,0,11.22
0.1180797,3.90686,11.208,50587,0.42708,50587,0,10.5
0.1262272,4.92969,12.19,51468,0.48943,51468,0,9.822
0.1349368,6.05516,13,51345,0.55851,51346,0,9.188
0.1442475,7.21906,13.623,50331,0.63469,50332,0,8.595
0.1542005,8.30675,14.052,48565,0.71827,48566,0,8.04
0.158662,8.64723,14.177,47619,0.75632,47620,0,7.814
0.1610905,8.63184,14.229,47075,0.77716,47076,0,7.697
0.1617381,8.38352,14.242,46927,0.78273,46928,0,7.666
0.1627095,8.77941,14.871,48708,0.7911,48709,0,7.62
0.1648404,9.21656,14.928,48261,0.8095,48262,0,7.521
0.165138,9.2596,14.935,48198,0.81208,48199,0,7.508
0.167359,9.49061,14.986,47721,0.83133,47722,0,7.408
0.1680318,9.44902,15,47575,0.83717,47576,0,7.379
0.169041,9.71715,15.287,48195,0.84595,48196,0,7.335
0.171564,10.1672,15.345,47666,0.86793,47667,0,7.227
0.1762144,10.8049,15.433,46675,0.90861,46676,0,7.036
0.1883732,12.2345,15.564,44032,1.0157,44033,0,6.582
