E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,4.40382,1.424,100370,14004e-8,100370,0,116
0.01142761,4.40661,1.5363,101300,1911e-7,101300,0,108.5
0.01221612,4.41481,1.6592,102340,25936e-8,102340,0,101.5
0.01305903,4.42757,1.7931,103460,35006e-8,103460,0,94.94
0.0139601,4.44647,1.9386,104640,46991e-8,104640,0,88.81
0.01492335,4.4736,2.096,105830,62738e-8,105830,0,83.08
0.01595306,4.51048,2.2636,106910,83312e-8,106910,0,77.72
0.01705382,4.55792,2.441,107850,0.0011004,107850,0,72.7
0.01823053,4.61691,2.6278,108610,0.0014458,108610,0,68.01
0.01948844,4.6885,2.8235,109170,0.0018895,109170,0,63.62
0.02083314,4.7737,3.0272,109490,0.0024565,109490,0,59.51
0.02227063,4.87349,3.2383,109560,0.0031769,109560,0,55.67
0.0238073,4.98874,3.4557,109370,0.0040875,109370,0,52.08
0.02545001,5.12026,3.6787,108910,0.005232,108910,0,48.72
0.02720606,5.26878,3.9061,108180,0.0066629,108180,0,45.57
0.02908327,5.43505,4.137,107180,0.008442,107180,0,42.63
0.03109002,5.61986,4.3705,105920,0.010642,105920,0,39.88
0.03323523,5.8282,4.599,104270,0.013349,104270,0,37.31
0.03552846,6.05409,4.8169,102160,0.016662,102160,0,34.9
0.03797993,6.29071,5.0275,99741,0.020693,99741,0,32.64
0.04060054,6.53388,5.2288,97039,0.025575,97039,0,30.54
0.04340198,6.77456,5.4191,94080,0.031454,94080,0,28.57
0.04639671,6.99243,5.5969,90896,0.038498,90896,0,26.72
0.04959809,7.12657,5.7609,87520,0.046894,87520,0,25
0.05292,6.78937,5.906,84092,0.056543,84092,0,23.43
0.05302035,6.74584,5.9101,83990,0.056849,83990,0,23.38
0.05373,6.05634,5.9379,83272,0.059038,83272,0,23.08
0.053946,5.04941,5.9462,83054,0.059713,83054,0,22.98
0.05427,6.23005,8.0096,111210,0.060733,111210,0,22.85
0.05508,7.32766,7.9125,108240,0.063321,108240,0,22.51
0.05667876,8.17043,7.7445,102960,0.068591,102960,0,21.87
0.06058959,9.1286,7.4424,92554,0.082372,92554,0,20.46
0.06477028,9.72729,7.3003,84927,0.09846,84927,0,19.14
0.06923942,10.2742,7.1586,77903,0.11715,77903,0,17.91
0.07401695,10.7404,6.8831,70070,0.13874,70070,0,16.75
0.07912411,11.1204,6.6327,63163,0.16357,63163,0,15.67
0.08458368,11.4192,6.3988,57003,0.19196,57003,0,14.66
0.09041995,11.5747,6.1785,51487,0.22428,51487,0,13.71
0.091042,11.5657,6.1566,50954,0.22784,50954,0,13.62
0.0924355,11.443,6.1086,49795,0.23588,49795,0,13.41
0.0928071,11.2427,6.0961,49494,0.23804,49494,0,13.36
0.0933645,11.4812,6.5009,52465,0.2413,52465,0,13.28
0.094758,11.726,6.4618,51383,0.24951,51383,0,13.08
0.09665893,11.8998,6.4106,49973,0.26087,49973,0,12.83
0.1033284,12.2954,6.2493,45571,0.30209,45571,0,12
0.1104581,12.6117,6.1022,41626,0.34829,41626,0,11.22
0.1180797,12.8952,5.9677,38081,0.39982,38081,0,10.5
0.1262272,13.1595,5.8454,34893,0.45698,34893,0,9.822
0.1349368,13.4126,5.7339,32018,0.52009,32019,0,9.188
0.1442475,13.6595,5.6308,29413,0.58939,29414,0,8.595
0.1542005,13.9037,5.533,27037,0.66512,27038,0,8.04
0.1648404,14.1496,5.4371,24853,0.74745,24854,0,7.521
0.1762144,14.3931,5.3394,22831,0.83649,22832,0,7.036
0.1883732,14.6359,5.2365,20946,0.93229,20947,0,6.582
0.2013709,14.8762,5.1252,19178,1.0348,19179,0,6.157
0.2152655,15.1118,5.0034,17513,1.144,17514,0,5.76
0.2301188,15.3398,4.8675,15938,1.2597,15939,0,5.388
0.245997,15.5539,4.7151,14442,1.3815,14443,0,5.04
0.2629708,15.7483,4.5474,13030,1.5091,13032,0,4.715
0.2811158,15.9181,4.3664,11704,1.6421,11706,0,4.41
0.3005128,16.0582,4.175,10468,1.78,10470,0,4.126
0.3212482,16.1644,3.976,9325.7,1.922,9327.6,0,3.859
0.3434143,16.2326,3.7724,8277,2.0674,8279.1,0,3.61
0.3671099,16.2582,3.567,7321.3,2.2155,7323.5,0,3.377
0.3924405,16.2355,3.3624,6455.9,2.3654,6458.3,0,3.159
0.4195189,16.1566,3.1607,5676.8,2.516,5679.3,0,2.955
0.4484657,16.0101,2.9637,4979.4,2.6665,4982.1,0,2.765
0.4794098,15.7788,2.773,4358.3,2.8158,4361.1,0,2.586
0.5124891,15.434,2.5897,3807.5,2.9627,3810.5,0,2.419
0.5478508,14.9253,2.4147,3321.1,3.1062,3324.2,0,2.263
0.5856525,14.1528,2.2486,2893,3.2452,2896.2,0,2.117
0.6260625,12.8786,2.0915,2517.2,3.3786,2520.6,0,1.98
0.6692609,10.271,1.9436,2188.2,3.5054,2191.7,0,1.853
0.693938,6.60633,1.8672,2027.4,3.571,2031,0,1.787
0.7045595,1.76776,1.8359,1963.4,3.5978,1967,0,1.76
0.706678,1.24454,1.8298,1951,3.6031,1954.6,0,1.754
0.7073919,3.49355,1.8277,1946.8,3.6049,1950.4,0,1.753
0.7116405,1.19707,11.657,12343,3.6153,12347,0,1.742
0.7154399,2.82538,11.565,12180,3.6245,12184,0,1.733
0.7174945,2.96615,11.515,12093,3.6294,12097,0,1.728
0.7203789,1.39388,11.447,11973,3.6363,11977,0,1.721
0.722262,2.65657,16.292,16996,3.6407,17e3,0,1.717
0.7247055,4.99594,16.209,16853,3.6465,16857,0,1.711
0.735522,8.97159,15.852,16240,3.6714,16244,0,1.686
0.7648052,13.3092,14.949,14728,3.735,14732,0,1.621
0.8175768,16.4542,13.531,12470,3.836,12474,0,1.516
0.829178,16.7052,13.253,12043,3.856,12047,0,1.495
0.8418695,16.4524,12.96,11599,3.8771,11603,0,1.473
0.8452539,15.6692,12.883,11485,3.8826,11489,0,1.467
0.8503305,16.7842,14.559,12901,3.8907,12905,0,1.458
0.863022,18.0245,14.272,12461,3.9103,12465,0,1.437
0.8739896,18.6609,14.032,12098,3.9267,12102,0,1.419
0.9342948,20.8209,12.835,10351,4.0064,10355,0,1.327
0.9987612,22.2293,11.74,8856.6,4.0745,8860.7,0,1.241
1.067676,23.2714,10.687,7541.9,4.1305,7546,0,1.161
1.141345,24.0488,9.7229,6418.8,4.174,6423,0,1.086
1.220098,24.6633,8.8309,5453.7,4.2047,5457.9,0,1.016
1.304285,25.1128,7.9627,4600.1,4.2227,4604.3,0,0.9506
1.394281,25.4331,7.1798,3880.1,4.2277,3884.3,0,0.8892
1.490486,25.6643,6.4637,3267.6,4.22,3271.8,0,0.8318
1.593329,25.817,5.8123,2748.7,4.1997,2752.9,0,0.7781
1.703269,25.9124,5.2261,2311.9,4.1673,2316.1,0,0.7279
1.820795,25.9647,4.6982,1944.2,4.1231,1948.3,0,0.6809
1.94643,25.984,4.2238,1635.1,4.0677,1639.2,0,0.637
2.080733,25.9787,3.7984,1375.5,4.0017,1379.5,0,0.5959
2.224304,25.9575,3.4173,1157.6,3.9259,1161.5,0,0.5574
2.377781,25.9217,3.076,974.76,3.8409,978.6,0,0.5214
2.541848,25.8778,2.7704,821.25,3.7476,825,0,0.4878
2.717235,25.8293,2.4969,692.39,3.6468,696.04,0,0.4563
2.904724,25.7812,2.2482,583.2,3.5395,586.74,0,0.4268
3.10515,25.7281,2.0033,486.11,3.4266,489.54,0,0.3993
3.319406,25.6539,1.7751,402.95,3.3088,406.26,0,0.3735
3.548445,25.5677,1.5695,333.27,3.1872,336.46,0,0.3494
3.793288,25.4704,1.387,275.51,3.0626,278.57,0,0.3269
4.055024,25.3646,1.2269,227.98,2.9359,230.92,0,0.3058
4.334821,25.2504,1.0864,188.83,2.8079,191.64,0,0.286
4.633924,25.1258,0.96283,156.56,2.6794,159.24,0,0.2676
4.953664,24.9864,0.85419,129.93,2.5511,132.48,0,0.2503
5.295467,24.8241,0.75854,107.93,2.4237,110.35,0,0.2341
5.660855,24.6232,0.67426,89.748,2.2979,92.046,0,0.219
6.051453,24.3495,0.59992,74.699,2.1743,76.873,0,0.2049
6.469004,23.9082,0.5343,62.234,2.0532,64.287,0,0.1917
6.915365,22.789,0.47631,51.899,1.9353,53.834,0,0.1793
6.96976,22.4649,0.46996,50.807,1.9217,52.729,0,0.1779
7.07644,21.0168,0.4579,48.757,1.8954,50.652,0,0.1752
7.104888,19.2682,0.45477,48.23,1.8885,50.118,0,0.1745
7.14756,21.0548,3.8992,411.05,1.8782,412.93,363.6,0.1735
7.25424,22.6714,3.7877,393.42,1.8529,395.27,347.8,0.1709
7.392525,23.4808,3.6502,372.05,1.8209,373.87,328.7,0.1677
7.902609,24.683,3.265,311.31,1.7103,313.02,275.1,0.1569
8.44789,25.2655,2.9475,262.89,1.6038,264.49,232.6,0.1468
9.030794,25.6451,2.6546,221.49,1.5016,222.99,196.2,0.1373
9.653919,25.8973,2.3704,185.01,1.404,186.41,164.2,0.1284
10.32004,26.066,2.1145,154.39,1.3109,155.7,137.3,0.1201
11.03212,26.1815,1.8865,128.85,1.2226,130.07,114.7,0.1124
11.79334,26.2607,1.6832,107.54,1.1389,108.68,95.9,0.1051
12.60708,26.3142,1.502,89.77,1.06,90.83,80.15,0.09834
13.47697,26.3498,1.3404,74.939,0.98577,75.925,66.99,0.092
14.40688,26.4121,1.194,62.448,0.91611,63.364,55.89,0.08606
15.40095,26.4211,1.0562,51.676,0.85093,52.527,46.26,0.0805
16.46362,26.4188,0.93409,42.751,0.79012,43.541,38.29,0.07531
17.59961,26.4094,0.82587,35.358,0.73352,36.092,31.69,0.07045
18.81398,26.3951,0.73023,29.245,0.68098,29.926,26.23,0.0659
20.11215,26.3778,0.64572,24.191,0.63231,24.823,21.71,0.06165
21.49988,26.3587,0.57102,20.012,0.58734,20.599,17.97,0.05767
22.98338,26.3387,0.505,16.556,0.54588,17.102,14.87,0.05395
24.56923,26.3183,0.44663,13.697,0.50773,14.205,12.31,0.05046
26.2645,26.2983,0.39503,11.333,0.4727,11.806,10.19,0.04721
28.07676,26.2809,0.34777,9.333,0.44058,9.7736,8.397,0.04416
30.01405,26.2618,0.30571,7.6746,0.4112,8.0858,6.911,0.04131
32.08502,26.243,0.26786,6.2905,0.38435,6.6748,5.667,0.03864
34.29889,26.2243,0.2342,5.145,0.35985,5.5048,4.636,0.03615
