E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.007938,1.89392,0,0,20403e-9,20403e-9,0,156.2
0.0080595,1.58428,0,0,22107e-9,22107e-9,0,153.8
0.0080919,1.24074,0,0,22579e-9,22579e-9,0,153.2
0.0081405,1.56676,0.66117,52275,23301e-9,52275,0,152.3
0.008262,1.83711,0.67285,52416,25185e-9,52416,0,150.1
0.01069,2.18614,0.91642,55176,92962e-9,55176,0,116
0.01142761,2.18313,0.99609,56102,12856e-8,56102,0,108.5
0.01221612,2.17165,1.0846,57145,17676e-8,57145,0,101.5
0.01305903,2.15396,1.1832,58313,24168e-8,58313,0,94.94
0.0139601,2.13164,1.293,59612,32857e-8,59612,0,88.81
0.01492335,2.10599,1.4153,61041,44421e-8,61041,0,83.08
0.01595306,2.07822,1.5516,62600,59721e-8,62600,0,77.72
0.01705382,2.04961,1.7033,64283,79848e-8,64283,0,72.7
0.01823053,2.02156,1.8717,66081,0.0010617,66081,0,68.01
0.01948844,1.99571,2.0584,67982,0.0014041,67982,0,63.62
0.02083314,1.97391,2.2648,69969,0.0018469,69969,0,59.51
0.02227063,1.95833,2.4922,72024,0.0024161,72024,0,55.67
0.0238073,1.95148,2.7417,74123,0.003144,74123,0,52.08
0.02545001,1.9198,3.0145,76237,0.0040695,76237,0,48.72
0.02720606,1.93967,3.3112,78335,0.0052397,78335,0,45.57
0.02908327,1.97834,3.6322,80383,0.0067111,80383,0,42.63
0.03109002,2.0404,3.9774,82341,0.008551,82341,0,39.88
0.03323523,2.13183,4.3457,84158,0.010839,84158,0,37.31
0.03552846,2.25682,4.7295,85679,0.013669,85679,0,34.9
0.03797993,2.41567,5.1247,86845,0.01715,86845,0,32.64
0.04060054,2.609,5.5282,87636,0.021409,87636,0,30.54
0.04340198,2.83737,5.9369,88040,0.026592,88040,0,28.57
0.04639671,3.10102,6.3475,88054,0.032865,88054,0,26.72
0.04959809,3.39971,6.7568,87682,0.040416,87682,0,25
0.05302035,3.73279,7.1617,86937,0.049458,86937,0,23.38
0.05667876,4.09943,7.5593,85841,0.060229,85841,0,21.87
0.06058959,4.50246,7.9471,84420,0.07299,84420,0,20.46
0.06477028,4.96402,8.3109,82586,0.08803,82586,0,19.14
0.06923942,5.42968,8.6353,80271,0.10566,80271,0,17.91
0.07401695,5.88267,8.9287,77641,0.12623,77641,0,16.75
0.07912411,6.28468,9.1879,74738,0.15009,74738,0,15.67
0.08458368,6.3847,9.4104,71607,0.17762,71607,0,14.66
0.084868,6.35349,9.4205,71444,0.17911,71444,0,14.61
0.086167,5.9048,9.4654,70702,0.18598,70702,0,14.39
0.0865134,5.22864,9.4769,70505,0.18783,70505,0,14.33
0.087033,6.04111,10.902,80620,0.19062,80620,0,14.25
0.088332,6.84154,10.895,79386,0.19768,79386,0,14.04
0.09041995,7.44473,10.884,77473,0.20924,77473,0,13.71
0.09665893,8.49813,10.847,72228,0.24535,72228,0,12.83
0.1033284,9.27197,10.845,67553,0.28638,67553,0,12
0.1104581,9.9677,10.871,63343,0.33277,63343,0,11.22
0.1180797,10.6284,10.904,59437,0.38494,59437,0,10.5
0.1262272,11.2517,10.936,55764,0.4433,55764,0,9.822
