E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,18.7089,0,0,15622e-8,15622e-8,0,116
0.01142761,18.3468,0,0,21337e-8,21337e-8,0,108.5
0.01221612,17.7981,0,0,2899e-7,2899e-7,0,101.5
0.01305903,16.8371,0,0,39182e-8,39182e-8,0,94.94
0.0139601,14.3197,0,0,52682e-8,52682e-8,0,88.81
0.014112,13.281,0,0,55246e-8,55246e-8,0,87.86
0.014328,9.70715,0,0,59044e-8,59044e-8,0,86.53
0.0143856,5.39845,0,0,60088e-8,60088e-8,0,86.19
0.014472,9.90333,8.4982,177890,61677e-8,177890,0,85.67
0.014688,13.8687,8.3345,171900,6578e-7,171900,0,84.41
0.01492335,15.6489,8.1623,165690,70467e-8,165690,0,83.08
0.01595306,19.055,7.4767,141980,93772e-8,141980,0,77.72
0.01705382,20.8265,6.7507,119920,0.0012415,119920,0,72.7
0.01823053,21.9681,5.9723,99244,0.0016352,99244,0,68.01
0.01948844,22.719,5.2034,80886,0.002143,80886,0,63.62
0.02083314,23.199,4.4843,65208,0.0027944,65208,0,59.51
0.02227063,23.486,3.8371,52195,0.0036256,52195,0,55.67
0.0238073,23.6361,3.2705,41616,0.0046806,41616,0,52.08
0.02545001,23.6908,2.7843,33142,0.0060129,33142,0,48.72
0.02720606,23.6802,2.3731,26424,0.0076865,26424,0,45.57
0.02908327,23.6248,2.0287,21132,0.009778,21132,0,42.63
0.03109002,23.5359,1.7424,16978,0.012378,16978,0,39.88
0.031654,23.5047,1.674,16021,0.01318,16021,0,39.17
0.0321385,23.4686,1.6189,15260,0.013893,15260,0,38.58
0.0322677,23.4467,1.6048,15066,0.014087,15066,0,38.42
0.0324615,23.4528,1.6149,15071,0.014382,15071,0,38.19
0.032946,23.4432,1.5665,14404,0.015134,14404,0,37.63
0.03323523,23.433,1.5389,14027,0.015595,14027,0,37.31
0.03552846,23.3376,1.3514,11523,0.019554,11523,0,34.9
0.03797993,23.232,1.1995,9567.9,0.024401,9567.9,0,32.64
0.04060054,23.1224,1.0768,8034.4,0.030305,8034.4,0,30.54
0.04340198,23.02,0.97787,6825.4,0.037462,6825.4,0,28.57
0.04639671,22.9042,0.8984,5866,0.046094,5866,0,26.72
0.04959809,22.7831,0.83474,5098.5,0.056452,5098.6,0,25
0.05302035,22.6534,0.78385,4478.7,0.06882,4478.8,0,23.38
0.05667876,22.5101,0.74326,3972.6,0.083515,3972.7,0,21.87
0.06058959,22.3459,0.71114,3555.6,0.10089,3555.7,0,20.46
0.06477028,22.1501,0.6862,3209.5,0.12133,3209.6,0,19.14
0.06923942,21.9053,0.66685,2917.7,0.14525,2917.8,0,17.91
0.07401695,21.5806,0.65186,2668,0.17313,2668.2,0,16.75
0.07912411,21.1153,0.6402,2451.1,0.20544,2451.3,0,15.67
0.08458368,20.3664,0.63111,2260.4,0.24272,2260.6,0,14.66
0.09041995,18.877,0.62394,2090.4,0.28551,2090.7,0,13.71
0.09665893,13.3358,0.6182,1937.5,0.3344,1937.8,0,12.83
0.096922,12.6877,0.61799,1931.6,0.33653,1931.9,0,12.79
0.0984055,4.27129,0.61685,1899,0.34864,1899.3,0,12.6
0.0988011,7.36267,0.61656,1890.5,0.35189,1890.9,0,12.55
0.0993945,7.5766,24.131,73550,0.3568,73550,0,12.47
0.100878,20.1159,19.837,59572,0.36918,59572,0,12.29
0.1033284,26.1204,14.48,42453,0.38998,42453,0,12
0.1104581,28.34,6.2404,17115,0.45287,17115,0,11.22
0.1180797,27.0378,3.3591,8618.1,0.52367,8618.6,0,10.5
0.1262272,25.9494,2.2914,5499.3,0.60301,5499.9,0,9.822
0.1349368,25.1633,1.8404,4131.8,0.69148,4132.5,0,9.188
0.1442475,24.5597,1.6467,3458.2,0.78966,3459,0,8.595
0.1542005,24.0505,1.5839,3111.8,0.89808,3112.7,0,8.04
0.1648404,23.5728,1.6033,2946.5,1.0172,2947.5,0,7.521
0.1762144,23.057,1.6852,2897.1,1.1475,2898.2,0,7.036
0.187572,22.3145,1.8119,2926.3,1.2799,2927.6,0,6.61
0.1883732,22.2201,1.8222,2930.5,1.2894,2931.8,0,6.582
0.190443,21.8103,1.8498,2942.4,1.3137,2943.7,0,6.51
0.1912086,21.301,1.8602,2947.2,1.3227,2948.5,0,6.484
0.192357,21.7474,2.8253,4449.5,1.3363,4450.8,0,6.446
0.195228,22.0741,2.8775,4465,1.3702,4466.4,0,6.351
0.2013709,22.1454,2.9952,4506,1.4429,4507.4,0,6.157
0.201684,22.141,3.0014,4508.4,1.4467,4509.8,0,6.147
0.204771,22.0171,3.0637,4532.5,1.4834,4534,0,6.055
0.2055942,21.8525,3.0806,4539.3,1.4932,4540.8,0,6.031
0.206829,22.021,3.4333,5028.8,1.5079,5030.3,0,5.995
0.209916,22.1656,3.5027,5054.9,1.5446,5056.4,0,5.906
0.2152655,22.244,3.6262,5103.2,1.6085,5104.8,0,5.76
0.2301188,22.2964,3.9852,5246.3,1.786,5248.1,0,5.388
0.245997,22.2928,4.3834,5398.1,1.9753,5400.1,0,5.04
0.2629708,22.2043,4.8098,5540.9,2.1764,5543.1,0,4.715
0.264992,22.167,4.86,5556,2.2002,5558.2,0,4.679
0.269048,21.9707,4.9598,5584.6,2.2479,5586.8,0,4.608
0.2701296,21.7154,4.9863,5592,2.2606,5594.3,0,4.59
0.271752,21.9911,5.541,6176.9,2.2796,6179.2,0,4.562
0.275808,22.2524,5.6421,6197.2,2.327,6199.5,0,4.495
0.2811158,22.414,5.7724,6220.6,2.3888,6223,0,4.41
0.3005128,22.7965,6.2234,6273.7,2.6119,6276.3,0,4.126
0.3212482,23.1627,6.6495,6270.5,2.8452,6273.3,0,3.859
0.3434143,23.5533,7.031,6202.4,3.0878,6205.5,0,3.61
0.3671099,23.9653,7.3528,6067.6,3.3387,6070.9,0,3.377
0.3924405,24.3836,7.6033,5869.3,3.5968,5872.9,0,3.159
0.4195189,24.7866,7.7705,5611.2,3.8607,5615.1,0,2.955
0.4484657,25.14,7.8465,5300.3,4.1291,5304.4,0,2.765
0.4794098,25.4068,7.8382,4953,4.4004,4957.4,0,2.586
0.5124891,25.549,7.7563,4584.9,4.673,4589.6,0,2.419
0.5478508,25.5227,7.6133,4209.9,4.945,4214.8,0,2.263
0.5856525,25.2763,7.4219,3839.1,5.2147,3844.3,0,2.117
0.6260625,24.7077,7.194,3481.1,5.4802,3486.6,0,1.98
0.6692609,23.6639,6.9402,3141.5,5.7395,3147.2,0,1.853
0.7154399,21.8056,6.6701,2824.3,5.9908,2830.3,0,1.733
0.7648052,18.171,6.3909,2531.5,6.2322,2537.7,0,1.621
0.815066,7.99874,6.1211,2275.1,6.4515,2281.6,0,1.521
0.8175768,6.8089,6.108,2263.2,6.4618,2269.7,0,1.516
0.8275415,1.69126,6.0566,2217.2,6.5021,2223.7,0,1.498
0.83153,21.9139,6.0363,2199.1,6.5179,2205.6,0,1.491
0.8358585,3.05614,25.206,9135.3,6.535,9141.8,0,1.483
0.8442575,0.129034,24.855,8918.6,6.5676,8925.2,0,1.469
0.8476515,4.97044,24.715,8833.1,6.5806,8839.7,0,1.463
0.848334,11.2965,24.688,8816,6.5832,8822.6,0,1.462
0.8527425,3.63331,37.187,13211,6.5998,13218,0,1.454
0.86547,12.7805,36.387,12737,6.647,12744,0,1.433
0.8739896,16.1223,35.868,12433,6.6778,12440,0,1.419
0.9342948,27.56,32.536,10550,6.8787,10557,0,1.327
0.9987612,32.828,29.646,8992.3,7.0627,8999.4,0,1.241
1.067676,35.5387,26.971,7652.7,7.2285,7659.9,0,1.161
1.100932,35.6384,25.83,7107.6,7.2983,7114.9,0,1.126
1.117783,34.38,25.284,6852.5,7.3313,6859.8,0,1.109
1.122277,32.3952,25.142,6786.7,7.3398,6794,0,1.105
1.129017,34.7078,29.075,7801.5,7.3524,7808.9,0,1.098
1.141345,36.5972,28.607,7593,7.3749,7600.4,0,1.086
1.145868,37.0034,28.438,7518.5,7.3829,7525.9,0,1.082
1.180312,38.6875,27.215,6985.1,7.4408,6992.5,0,1.05
1.198378,38.6787,26.665,6740.7,7.4689,6748.2,0,1.035
1.203196,37.9519,26.523,6678,7.4761,6685.5,0,1.03
1.210422,39.1322,28.098,7032.3,7.4868,7039.8,0,1.024
1.220098,40.0238,27.793,6900.8,7.5007,6908.3,0,1.016
1.228488,40.5402,27.535,6790,7.5124,6797.5,0,1.009
1.304285,43.0692,25.51,5925.2,7.605,5932.8,0,0.9506
1.334074,43.5846,24.842,5641.1,7.6353,5648.7,0,0.9294
1.354493,43.5695,24.412,5459.9,7.6543,5467.6,0,0.9154
1.359939,43.108,24.301,5413.3,7.6591,5421,0,0.9117
1.368106,43.8732,25.282,5598.3,7.6661,5606,0,0.9062
1.388526,44.8271,24.877,5427.6,7.6827,5435.3,0,0.8929
1.394281,45.0197,24.766,5381.1,7.6871,5388.8,0,0.8892
1.490486,47.286,22.845,4643.2,7.7466,4650.9,0,0.8318
1.593329,48.8265,20.959,3984.9,7.7832,3992.7,0,0.7781
1.703269,49.9607,19.183,3411.8,7.7967,3419.6,0,0.7279
1.820795,50.8126,17.542,2918.6,7.7873,2926.4,0,0.6809
1.94643,51.444,16.009,2491.6,7.7554,2499.4,0,0.637
2.080733,51.8973,14.606,2126.6,7.7014,2134.3,0,0.5959
2.224304,52.2206,13.34,1816.9,7.6262,1824.5,0,0.5574
2.377781,52.5442,12.171,1550.6,7.5305,1558.1,0,0.5214
2.541848,52.7346,11.099,1322.8,7.4154,1330.2,0,0.4878
2.717235,52.8027,10.131,1129.5,7.282,1136.8,0,0.4563
2.904724,52.8464,9.2543,965.16,7.1318,972.29,0,0.4268
3.10515,52.8835,8.3917,818.7,6.966,825.67,0,0.3993
3.319406,52.7902,7.559,689.86,6.7861,696.65,0,0.3735
3.548445,52.5879,6.7776,578.63,6.5937,585.22,0,0.3494
3.793288,52.2804,6.0781,485.42,6.3903,491.81,0,0.3269
4.055024,51.8694,5.4587,407.81,6.1775,413.99,0,0.3058
4.334821,51.3283,4.9111,343.22,5.9569,349.18,0,0.286
4.633924,50.585,4.4267,289.39,5.7301,295.12,0,0.2676
4.953664,49.4384,3.9916,244.11,5.4986,249.61,0,0.2503
5.295467,46.9684,3.5875,205.23,5.264,210.49,0,0.2341
5.373046,45.729,3.5036,197.54,5.2125,202.75,0,0.2308
5.455286,42.5859,3.4185,189.83,5.1587,194.99,0,0.2273
5.477217,38.9711,3.3963,187.85,5.1445,192.99,0,0.2264
5.510113,42.5027,10.377,570.51,5.1233,575.63,0,0.225
5.592354,45.5088,10.105,547.39,5.0707,552.46,0,0.2217
5.660855,46.39,9.8871,529.11,5.0275,534.14,0,0.219
5.772788,46.8156,9.5487,501.09,4.9579,506.05,0,0.2148
5.861147,45.894,9.3016,480.77,4.904,485.67,0,0.2115
5.88471,44.2328,9.2377,475.55,4.8898,480.44,0,0.2107
5.920053,46.1993,12.65,647.32,4.8685,652.19,0,0.2094
6.008412,48.132,12.328,621.57,4.8159,626.39,0,0.2064
6.051453,48.6016,12.176,609.55,4.7906,614.34,0,0.2049
6.140974,49.1977,11.871,585.59,4.7385,590.33,0,0.2019
6.234969,49.1273,11.566,561.97,4.6847,566.65,0,0.1989
6.260034,48.379,11.488,555.93,4.6705,560.6,0,0.1981
